"id0","lemmas","definition","examples","antonym_ids","antonym_lemmas","antonym_defs","antonym_examples"
"oewn-01019807-a","['first']","highest in pitch or chief among parts or voices or instruments or orchestra sections","['first soprano', 'the first violin section', 'played first horn']","['oewn-01020028-a']","[['second']]","['a part or voice or instrument or orchestra section lower in pitch than or subordinate to the first']","[['second flute', 'the second violins']]"
"oewn-00040548-a","['active']","(of e.g. volcanoes) erupting or liable to erupt","['active volcanoes']","['oewn-00040908-a']","[['dormant', 'inactive']]","['(of e.g. volcanoes) not erupting and not extinct']","[['a dormant volcano']]"
"oewn-00033687-a","['inactive']","not active physically or mentally","['illness forced him to live an inactive life', 'dreamy and inactive by nature']","['oewn-00032087-a']","[['active']]","['characterized by energetic activity']","[['an active toddler', 'active as a gazelle', 'an active man is a man of action']]"
"oewn-00513139-a","['incompetent']","not qualified or suited for a purpose","['an incompetent secret service', 'the filming was hopelessly incompetent']","['oewn-00511975-a']","[['competent']]","['properly or sufficiently qualified or capable or efficient']","[['a competent typist']]"
"oewn-02537084-a","['wanted']","desired or wished for or sought","[""couldn't keep her eyes off the wanted toy"", 'a wanted criminal', 'a wanted poster']","['oewn-02537893-a']","[['unwanted']]","['not wanted; not needed']","[['tried to give away unwanted kittens']]"
"oewn-01824894-a","['plus']","on the positive side or higher end of a scale","['a plus value', 'temperature of plus 5 degrees', 'a grade of C plus']","['oewn-01825325-a']","[['minus']]","['on the negative side or lower end of a scale']","[['minus 5 degrees', 'a grade of B minus']]"
"oewn-01337350-a","['intelligent']","having the capacity for thought and reason especially to a high degree","['is there intelligent life in the universe?']","['oewn-01339540-a']","[['stupid', 'unintelligent']]","['lacking intelligence']","[['a dull job with lazy and unintelligent co-workers']]"
"oewn-01925383-a","['quiet']","free of noise or uproar; or making little if any sound","['a quiet audience at the concert', 'the room was dark and quiet']","['oewn-01926330-a']","[['noisy']]","['full of or characterized by loud and nonmusical sounds']","[['a noisy cafeteria', 'a small noisy dog']]"
"oewn-01243464-a","['running']","(of fluids) moving or issuing in a stream","['as mountain stream with freely running water', 'hovels without running water']","['oewn-01243938-a']","[['standing']]","['(of fluids) not moving or flowing']","[['mosquitoes breed in standing water']]"
"oewn-07490504-n","['defeat', 'licking']","an unsuccessful ending to a struggle or contest","['it was a narrow defeat', ""the army's only defeat"", 'they suffered a convincing licking']","['oewn-07488581-n']","[['triumph', 'victory']]","['a successful ending of a struggle or contest']","[['a narrow victory', ""the general always gets credit for his army's victory"", 'clinched a victory', 'convincing victory', 'the agreement was a triumph for common sense']]"
"oewn-00416162-r","['optimistically']","with optimism; in an optimistic manner","[""`We have a good chance of winning,' he exclaimed optimistically""]","['oewn-00416346-r']","[['pessimistically']]","['with pessimism; in a pessimistic manner']","[['he evaluated his chances for survival rather pessimistically']]"
"oewn-01960289-a","['crude', 'unrefined', 'unprocessed']","not refined or processed","['unrefined ore', 'crude oil']","['oewn-01960119-a']","[['refined', 'processed']]","['freed from impurities by processing']","[['refined sugar', 'refined oil', 'to gild refined gold']]"
"oewn-02109764-a","['sensitive', 'sensible']","able to feel or perceive","['even amoeba are sensible creatures', 'the more sensible parts of the skin']","['oewn-02110076-a']","[['insensible']]","['incapable of physical sensation']","[['insensible to pain', 'insensible earth']]"
"oewn-00867133-a","['employed']","having your services engaged for; or having a job especially one that pays wages or a salary","['most of our graduates are employed']","['oewn-00867880-a']","[['unemployed']]","['not engaged in a gainful occupation']","[['unemployed workers marched on the capital']]"
"oewn-01159300-v","['consume', 'take in', 'take', 'have', 'ingest']","serve oneself to, or consume regularly","['Have another bowl of chicken soup!', ""I don't take sugar in my coffee""]","['oewn-01198570-v']","[['refrain', 'abstain', 'desist']]","['choose not to consume']","[['I abstain from alcohol']]"
"oewn-01918064-a","['trained']","shaped or conditioned or disciplined by training; often used as a combining form","['a trained mind', 'trained pigeons', 'well-trained servants']","['oewn-01918994-a']","[['untrained']]","['not disciplined or conditioned or made adept by training']","[['an untrained voice', 'untrained troops', 'young minds untrained in the habit of concentration']]"
"oewn-00700834-a","['undefined', 'vague']","not precisely limited, determined, or distinguished","['an undefined term', 'undefined authority', 'some undefined sense of excitement', 'vague feelings of sadness', 'a vague uneasiness']","['oewn-00700633-a']","[['defined']]","['clearly characterized or delimited']","[['lost in a maze of words both defined and undefined', 'each child has clearly defined duties']]"
"oewn-02240906-v","['take', 'have', 'accept']","receive willingly something given or offered","[""The only girl who would have him was the miller's daughter"", ""I won't have this dog in my house!"", 'Please accept my present']","['oewn-02242120-v']","[['reject', 'refuse', 'decline', 'turn down', 'pass up']]","['not accept as true']","[['He refused to accept what she said']]"
"oewn-00688915-a","['decisive']","characterized by decision and firmness","['an able and decisive young woman', 'we needed decisive leadership', 'she gave him a decisive answer']","['oewn-00689358-a']","[['indecisive']]","['characterized by lack of decision and firmness']","[['an indecisive manager brought the enterprise to a standstill']]"
"oewn-01369772-v","['staple']","secure or fasten with a staple or staples","['staple the papers together']","['oewn-01370159-v']","[['unstaple']]","['take the staples off']","[['unstaple the piece of paper from the receipt']]"
"oewn-00843158-a","['efficient']","being effective without wasting time or effort or expense","['an efficient production manager', 'efficient engines save gas']","['oewn-00844441-a']","[['inefficient']]","['not producing desired results; wasteful']","[['an inefficient campaign against drugs', 'outdated and inefficient design and methods']]"
"oewn-00337729-a","['certain', 'sure']","having or feeling no doubt or uncertainty; confident and assured","['felt certain of success', 'was sure (or certain) she had seen it', 'was very sure in his beliefs', 'sure of her friends']","['oewn-00338302-a']","[['incertain', 'uncertain', 'unsure']]","['lacking or indicating lack of confidence or assurance']","[['uncertain of his convictions', 'unsure of himself and his future', 'moving with uncertain (or unsure) steps', 'an uncertain smile', 'touched the ornaments with uncertain fingers']]"
"oewn-00346415-v","['set out', 'get', 'start', 'begin', 'get down', 'start out', 'set about', 'commence']","take the first step or steps in carrying out an action","['We began working at dawn', 'Who will start?', 'Get working as soon as the sun rises!', 'The first tourists began to arrive in Cambodia', 'He began early in the day', ""Let's get down to work now""]","['oewn-00353480-v']","[['end', 'terminate']]","['bring to an end or halt']","[['She ended their friendship when she found out that he had once been convicted of a crime', 'The attack on Poland terminated the relatively peaceful period after WW I']]"
"oewn-00985793-a","['slow']","at a slow tempo","['the band played a slow waltz']","['oewn-00985009-a']","[['fast']]","['at a rapid tempo']","[['the band played a fast fox trot']]"
"oewn-00617613-a","['convincing']","causing one to believe the truth of something","['a convincing story', 'a convincing manner']","['oewn-00618080-a']","[['unconvincing', 'flimsy']]","['not convincing']","[['a flimsy argument', 'as unconvincing as a forced smile']]"
"oewn-07961030-n","['brave']","people who are brave","['the home of the free and the brave']","['oewn-07961176-n']","[['timid', 'cautious']]","['people who are fearful and cautious']","[['whitewater rafting is not for the timid']]"
"oewn-00410115-r","['necessarily', 'needfully']","in an essential manner","['such expenses are necessarily incurred']","['oewn-00410408-r']","[['unnecessarily']]","['in an unnecessary manner']","[['they were unnecessarily rude']]"
